annee_scolaire;Ordre_CRE;Nom_CRE;Niveau_scolaire;Sexe;Effectif_eleves
2021/2022;13;Sidi Bouzid;2ème année secondaire Sciences;Feminin;896
2021/2022;13;Sidi Bouzid;2ème année secondaire Technologie informatique;Feminin;83
2021/2022;13;Sidi Bouzid;2ème année secondaire Economie et services;Feminin;664
2021/2022;13;Sidi Bouzid;2ème année secondaire Sport;Feminin;29
2021/2022;13;Sidi Bouzid;3ème année secondaire Lettres;Feminin;657
2021/2022;13;Sidi Bouzid;3ème année secondaire Mathématiques;Feminin;62
2021/2022;13;Sidi Bouzid;3ème année secondaire Sc. Expérimentales;Feminin;473
2021/2022;13;Sidi Bouzid;3ème année secondaire Sc.Techniques;Feminin;251
2021/2022;13;Sidi Bouzid;3ème année secondaire Sc.Informatique;Feminin;26
2021/2022;13;Sidi Bouzid;3ème année secondaire Economie et Gestion;Feminin;661
2021/2022;13;Sidi Bouzid;3ème année secondaire Sport ;Feminin;16
2021/2022;13;Sidi Bouzid;4ème année secondaire Lettres;Feminin;766
2021/2022;13;Sidi Bouzid;4ème année secondaire Mathématiques;Feminin;47
2021/2022;13;Sidi Bouzid;4ème année secondaire Sc. Expérimentales;Feminin;503
2021/2022;13;Sidi Bouzid;4ème année secondaire Sc.Techniques;Feminin;285
2021/2022;13;Sidi Bouzid;4ème année secondaire Sc.Informatique;Feminin;40
2021/2022;13;Sidi Bouzid;4ème année secondaire Economie et Gestion;Feminin;699
2021/2022;13;Sidi Bouzid;4ème année secondaire Sport ;Feminin;35
2021/2022;14;Gafsa;7ème année de base;Feminin;3232
2021/2022;14;Gafsa;8ème année de base;Feminin;2807
2021/2022;14;Gafsa;9ème année de base;Feminin;2523
2021/2022;14;Gafsa;1ère année secondaire Tronc commun;Feminin;2603
2021/2022;14;Gafsa;1ère année secondaire Sport;Feminin;43
2021/2022;14;Gafsa;2ème année secondaire Lettres;Feminin;616
2021/2022;14;Gafsa;2ème année secondaire Sciences;Feminin;920
2021/2022;14;Gafsa;2ème année secondaire Technologie informatique;Feminin;200
2021/2022;14;Gafsa;2ème année secondaire Economie et services;Feminin;358
2021/2022;14;Gafsa;2ème année secondaire Sport;Feminin;25
2021/2022;14;Gafsa;3ème année secondaire Lettres;Feminin;615
2021/2022;14;Gafsa;3ème année secondaire Mathématiques;Feminin;96
2021/2022;14;Gafsa;3ème année secondaire Sc. Expérimentales;Feminin;603
2021/2022;14;Gafsa;3ème année secondaire Sc.Techniques;Feminin;165
2021/2022;14;Gafsa;3ème année secondaire Sc.Informatique;Feminin;95
2021/2022;14;Gafsa;3ème année secondaire Economie et Gestion;Feminin;347
2021/2022;14;Gafsa;3ème année secondaire Sport ;Feminin;30
2021/2022;14;Gafsa;4ème année secondaire Lettres;Feminin;769
2021/2022;14;Gafsa;4ème année secondaire Mathématiques;Feminin;104
2021/2022;14;Gafsa;4ème année secondaire Sc. Expérimentales;Feminin;789
2021/2022;14;Gafsa;4ème année secondaire Sc.Techniques;Feminin;195
2021/2022;14;Gafsa;4ème année secondaire Sc.Informatique;Feminin;138
2021/2022;14;Gafsa;4ème année secondaire Economie et Gestion;Feminin;427
2021/2022;14;Gafsa;4ème année secondaire Sport ;Feminin;47
2021/2022;15;Tozeur;7ème année de base;Feminin;1090
2021/2022;15;Tozeur;8ème année de base;Feminin;922
2021/2022;15;Tozeur;9ème année de base;Feminin;912
2021/2022;15;Tozeur;1ère année secondaire Tronc commun;Feminin;949
2021/2022;15;Tozeur;1ère année secondaire Sport;Feminin;18
2021/2022;15;Tozeur;2ème année secondaire Lettres;Feminin;100
2021/2022;15;Tozeur;2ème année secondaire Sciences;Feminin;322
2021/2022;15;Tozeur;2ème année secondaire Technologie informatique;Feminin;43
2021/2022;15;Tozeur;2ème année secondaire Economie et services;Feminin;170
2021/2022;15;Tozeur;2ème année secondaire Sport;Feminin;8
2021/2022;15;Tozeur;3ème année secondaire Lettres;Feminin;155
2021/2022;15;Tozeur;3ème année secondaire Mathématiques;Feminin;27
2021/2022;15;Tozeur;3ème année secondaire Sc. Expérimentales;Feminin;142
2021/2022;15;Tozeur;3ème année secondaire Sc.Techniques;Feminin;72
2021/2022;15;Tozeur;3ème année secondaire Sc.Informatique;Feminin;21
2021/2022;15;Tozeur;3ème année secondaire Economie et Gestion;Feminin;239
2021/2022;15;Tozeur;3ème année secondaire Sport ;Feminin;4
2021/2022;15;Tozeur;4ème année secondaire Lettres;Feminin;194
2021/2022;15;Tozeur;4ème année secondaire Mathématiques;Feminin;54
2021/2022;15;Tozeur;4ème année secondaire Sc. Expérimentales;Feminin;240
2021/2022;15;Tozeur;4ème année secondaire Sc.Techniques;Feminin;121
2021/2022;15;Tozeur;4ème année secondaire Sc.Informatique;Feminin;28
2021/2022;15;Tozeur;4ème année secondaire Economie et Gestion;Feminin;209
2021/2022;15;Tozeur;4ème année secondaire Sport ;Feminin;23
2021/2022;16;Kébili;7ème année de base;Feminin;1678
2021/2022;16;Kébili;8ème année de base;Feminin;1420
2021/2022;16;Kébili;9ème année de base;Feminin;1337
2021/2022;16;Kébili;1ère année secondaire Tronc commun;Feminin;1324
2021/2022;16;Kébili;1ère année secondaire Sport;Feminin;28
2021/2022;16;Kébili;2ème année secondaire Lettres;Feminin;184
2021/2022;16;Kébili;2ème année secondaire Sciences;Feminin;409
2021/2022;16;Kébili;2ème année secondaire Technologie informatique;Feminin;70
2021/2022;16;Kébili;2ème année secondaire Economie et services;Feminin;249
2021/2022;16;Kébili;2ème année secondaire Sport;Feminin;15
2021/2022;16;Kébili;3ème année secondaire Lettres;Feminin;156
2021/2022;16;Kébili;3ème année secondaire Mathématiques;Feminin;37
2021/2022;16;Kébili;3ème année secondaire Sc. Expérimentales;Feminin;285
2021/2022;16;Kébili;3ème année secondaire Sc.Techniques;Feminin;123
2021/2022;16;Kébili;3ème année secondaire Sc.Informatique;Feminin;37
2021/2022;16;Kébili;3ème année secondaire Economie et Gestion;Feminin;334
2021/2022;16;Kébili;3ème année secondaire Sport ;Feminin;13
2021/2022;16;Kébili;4ème année secondaire Lettres;Feminin;287
2021/2022;16;Kébili;4ème année secondaire Mathématiques;Feminin;40
2021/2022;16;Kébili;4ème année secondaire Sc. Expérimentales;Feminin;330
2021/2022;16;Kébili;4ème année secondaire Sc.Techniques;Feminin;153
2021/2022;16;Kébili;4ème année secondaire Sc.Informatique;Feminin;26
2021/2022;16;Kébili;4ème année secondaire Economie et Gestion;Feminin;405
2021/2022;16;Kébili;4ème année secondaire Sport ;Feminin;24
2021/2022;17;Tataouine;7ème année de base;Feminin;1490
2021/2022;17;Tataouine;8ème année de base;Feminin;1214
2021/2022;17;Tataouine;9ème année de base;Feminin;1129
2021/2022;17;Tataouine;1ère année secondaire Tronc commun;Feminin;1139
2021/2022;17;Tataouine;1ère année secondaire Sport;Feminin;1
2021/2022;17;Tataouine;2ème année secondaire Lettres;Feminin;184
2021/2022;17;Tataouine;2ème année secondaire Sciences;Feminin;303
2021/2022;17;Tataouine;2ème année secondaire Technologie informatique;Feminin;49
2021/2022;17;Tataouine;2ème année secondaire Economie et services;Feminin;260
2021/2022;17;Tataouine;2ème année secondaire Sport;Feminin;0
2021/2022;17;Tataouine;3ème année secondaire Lettres;Feminin;146
2021/2022;17;Tataouine;3ème année secondaire Mathématiques;Feminin;7
2021/2022;17;Tataouine;3ème année secondaire Sc. Expérimentales;Feminin;211
2021/2022;17;Tataouine;3ème année secondaire Sc.Techniques;Feminin;60
2021/2022;17;Tataouine;3ème année secondaire Sc.Informatique;Feminin;20
2021/2022;17;Tataouine;3ème année secondaire Economie et Gestion;Feminin;356
2021/2022;17;Tataouine;3ème année secondaire Sport ;Feminin;0
2021/2022;17;Tataouine;4ème année secondaire Lettres;Feminin;245
2021/2022;17;Tataouine;4ème année secondaire Mathématiques;Feminin;32
2021/2022;17;Tataouine;4ème année secondaire Sc. Expérimentales;Feminin;312
2021/2022;17;Tataouine;4ème année secondaire Sc.Techniques;Feminin;78
2021/2022;17;Tataouine;4ème année secondaire Sc.Informatique;Feminin;25
2021/2022;17;Tataouine;4ème année secondaire Economie et Gestion;Feminin;281
2021/2022;17;Tataouine;4ème année secondaire Sport ;Feminin;0
2021/2022;18;Médenine;7ème année de base;Feminin;5108
2021/2022;18;Médenine;8ème année de base;Feminin;4223
2021/2022;18;Médenine;9ème année de base;Feminin;3756
2021/2022;18;Médenine;1ère année secondaire Tronc commun;Feminin;3931
2021/2022;18;Médenine;1ère année secondaire Sport;Feminin;12
2021/2022;18;Médenine;2ème année secondaire Lettres;Feminin;472
2021/2022;18;Médenine;2ème année secondaire Sciences;Feminin;1174
2021/2022;18;Médenine;2ème année secondaire Technologie informatique;Feminin;226
2021/2022;18;Médenine;2ème année secondaire Economie et services;Feminin;875
2021/2022;18;Médenine;2ème année secondaire Sport;Feminin;15
2021/2022;18;Médenine;3ème année secondaire Lettres;Feminin;521
2021/2022;18;Médenine;3ème année secondaire Mathématiques;Feminin;141
2021/2022;18;Médenine;3ème année secondaire Sc. Expérimentales;Feminin;693
2021/2022;18;Médenine;3ème année secondaire Sc.Techniques;Feminin;182
2021/2022;18;Médenine;3ème année secondaire Sc.Informatique;Feminin;134
2021/2022;18;Médenine;3ème année secondaire Economie et Gestion;Feminin;1026
2021/2022;18;Médenine;3ème année secondaire Sport ;Feminin;12
2021/2022;18;Médenine;4ème année secondaire Lettres;Feminin;589
2021/2022;18;Médenine;4ème année secondaire Mathématiques;Feminin;167
2021/2022;18;Médenine;4ème année secondaire Sc. Expérimentales;Feminin;775
2021/2022;18;Médenine;4ème année secondaire Sc.Techniques;Feminin;194
2021/2022;18;Médenine;4ème année secondaire Sc.Informatique;Feminin;140
2021/2022;18;Médenine;4ème année secondaire Economie et Gestion;Feminin;880
2021/2022;18;Médenine;4ème année secondaire Sport ;Feminin;15
2021/2022;19;Gabès;7ème année de base;Feminin;3657
2021/2022;19;Gabès;8ème année de base;Feminin;3142
2021/2022;19;Gabès;9ème année de base;Feminin;2799
2021/2022;19;Gabès;1ère année secondaire Tronc commun;Feminin;2848
2021/2022;19;Gabès;1ère année secondaire Sport;Feminin;20
2021/2022;19;Gabès;2ème année secondaire Lettres;Feminin;399
2021/2022;19;Gabès;2ème année secondaire Sciences;Feminin;901
2021/2022;19;Gabès;2ème année secondaire Technologie informatique;Feminin;119
2021/2022;19;Gabès;2ème année secondaire Economie et services;Feminin;621
2021/2022;19;Gabès;2ème année secondaire Sport;Feminin;26
2021/2022;19;Gabès;3ème année secondaire Lettres;Feminin;450
2021/2022;19;Gabès;3ème année secondaire Mathématiques;Feminin;117
2021/2022;19;Gabès;3ème année secondaire Sc. Expérimentales;Feminin;545
2021/2022;19;Gabès;3ème année secondaire Sc.Techniques;Feminin;159
2021/2022;19;Gabès;3ème année secondaire Sc.Informatique;Feminin;53
2021/2022;19;Gabès;3ème année secondaire Economie et Gestion;Feminin;807
2021/2022;19;Gabès;3ème année secondaire Sport ;Feminin;8
2021/2022;19;Gabès;4ème année secondaire Lettres;Feminin;511
2021/2022;19;Gabès;4ème année secondaire Mathématiques;Feminin;162
2021/2022;19;Gabès;4ème année secondaire Sc. Expérimentales;Feminin;654
2021/2022;19;Gabès;4ème année secondaire Sc.Techniques;Feminin;183
2021/2022;19;Gabès;4ème année secondaire Sc.Informatique;Feminin;86
2021/2022;19;Gabès;4ème année secondaire Economie et Gestion;Feminin;754
2021/2022;19;Gabès;4ème année secondaire Sport ;Feminin;20
2021/2022;20;Sfax 1;7ème année de base;Feminin;4792
2021/2022;20;Sfax 1;8ème année de base;Feminin;3966
2021/2022;20;Sfax 1;9ème année de base;Feminin;3707
2021/2022;20;Sfax 1;1ère année secondaire Tronc commun;Feminin;3949
2021/2022;20;Sfax 1;1ère année secondaire Sport;Feminin;52
2021/2022;20;Sfax 1;2ème année secondaire Lettres;Feminin;333
2021/2022;20;Sfax 1;2ème année secondaire Sciences;Feminin;1436
2021/2022;20;Sfax 1;2ème année secondaire Technologie informatique;Feminin;108
2021/2022;20;Sfax 1;2ème année secondaire Economie et services;Feminin;944
2021/2022;20;Sfax 1;2ème année secondaire Sport;Feminin;47
2021/2022;20;Sfax 1;3ème année secondaire Lettres;Feminin;381
2021/2022;20;Sfax 1;3ème année secondaire Mathématiques;Feminin;321
2021/2022;20;Sfax 1;3ème année secondaire Sc. Expérimentales;Feminin;773
2021/2022;20;Sfax 1;3ème année secondaire Sc.Techniques;Feminin;249
2021/2022;20;Sfax 1;3ème année secondaire Sc.Informatique;Feminin;39
2021/2022;20;Sfax 1;3ème année secondaire Economie et Gestion;Feminin;1125
2021/2022;20;Sfax 1;3ème année secondaire Sport ;Feminin;37
2021/2022;20;Sfax 1;4ème année secondaire Lettres;Feminin;480
2021/2022;20;Sfax 1;4ème année secondaire Mathématiques;Feminin;359
2021/2022;20;Sfax 1;4ème année secondaire Sc. Expérimentales;Feminin;825
2021/2022;20;Sfax 1;4ème année secondaire Sc.Techniques;Feminin;242
2021/2022;20;Sfax 1;4ème année secondaire Sc.Informatique;Feminin;32
2021/2022;20;Sfax 1;4ème année secondaire Economie et Gestion;Feminin;1125
2021/2022;20;Sfax 1;4ème année secondaire Sport ;Feminin;57
2021/2022;21;Sfax 2;7ème année de base;Feminin;4655
2021/2022;21;Sfax 2;8ème année de base;Feminin;3861
2021/2022;21;Sfax 2;9ème année de base;Feminin;3500
2021/2022;21;Sfax 2;1ère année secondaire Tronc commun;Feminin;3162
2021/2022;21;Sfax 2;1ère année secondaire Sport;Feminin;0
2021/2022;21;Sfax 2;2ème année secondaire Lettres;Feminin;271
2021/2022;21;Sfax 2;2ème année secondaire Sciences;Feminin;1034
2021/2022;21;Sfax 2;2ème année secondaire Technologie informatique;Feminin;66
2021/2022;21;Sfax 2;2ème année secondaire Economie et services;Feminin;722
2021/2022;21;Sfax 2;2ème année secondaire Sport;Feminin;0
2021/2022;21;Sfax 2;3ème année secondaire Lettres;Feminin;307
2021/2022;21;Sfax 2;3ème année secondaire Mathématiques;Feminin;228
2021/2022;21;Sfax 2;3ème année secondaire Sc. Expérimentales;Feminin;552
2021/2022;21;Sfax 2;3ème année secondaire Sc.Techniques;Feminin;158
2021/2022;21;Sfax 2;3ème année secondaire Sc.Informatique;Feminin;21
2021/2022;21;Sfax 2;3ème année secondaire Economie et Gestion;Feminin;861
2021/2022;21;Sfax 2;3ème année secondaire Sport ;Feminin;0
2021/2022;21;Sfax 2;4ème année secondaire Lettres;Feminin;347
2021/2022;21;Sfax 2;4ème année secondaire Mathématiques;Feminin;199
2021/2022;21;Sfax 2;4ème année secondaire Sc. Expérimentales;Feminin;645
2021/2022;21;Sfax 2;4ème année secondaire Sc.Techniques;Feminin;135
2021/2022;21;Sfax 2;4ème année secondaire Sc.Informatique;Feminin;36
2021/2022;21;Sfax 2;4ème année secondaire Economie et Gestion;Feminin;777
2021/2022;21;Sfax 2;4ème année secondaire Sport ;Feminin;0
2021/2022;22;Mahdia;7ème année de base;Feminin;4462
2021/2022;22;Mahdia;8ème année de base;Feminin;3518
2021/2022;22;Mahdia;9ème année de base;Feminin;3195
2021/2022;22;Mahdia;1ère année secondaire Tronc commun;Feminin;3442
2021/2022;22;Mahdia;1ère année secondaire Sport;Feminin;37
2021/2022;22;Mahdia;2ème année secondaire Lettres;Feminin;441
2021/2022;22;Mahdia;2ème année secondaire Sciences;Feminin;915
2021/2022;22;Mahdia;2ème année secondaire Technologie informatique;Feminin;91
2021/2022;22;Mahdia;2ème année secondaire Economie et services;Feminin;607
2021/2022;22;Mahdia;2ème année secondaire Sport;Feminin;31
2021/2022;22;Mahdia;3ème année secondaire Lettres;Feminin;486
2021/2022;22;Mahdia;3ème année secondaire Mathématiques;Feminin;146
2021/2022;22;Mahdia;3ème année secondaire Sc. Expérimentales;Feminin;378
2021/2022;22;Mahdia;3ème année secondaire Sc.Techniques;Feminin;187
2021/2022;22;Mahdia;3ème année secondaire Sc.Informatique;Feminin;51
2021/2022;22;Mahdia;3ème année secondaire Economie et Gestion;Feminin;802
2021/2022;22;Mahdia;3ème année secondaire Sport ;Feminin;34
2021/2022;22;Mahdia;4ème année secondaire Lettres;Feminin;538
2021/2022;22;Mahdia;4ème année secondaire Mathématiques;Feminin;147
2021/2022;22;Mahdia;4ème année secondaire Sc. Expérimentales;Feminin;463
2021/2022;22;Mahdia;4ème année secondaire Sc.Techniques;Feminin;228
2021/2022;22;Mahdia;4ème année secondaire Sc.Informatique;Feminin;53
2021/2022;22;Mahdia;4ème année secondaire Economie et Gestion;Feminin;703
2021/2022;22;Mahdia;4ème année secondaire Sport ;Feminin;26
2021/2022;23;Kairouan;7ème année de base;Feminin;5491
2021/2022;23;Kairouan;8ème année de base;Feminin;4415
2021/2022;23;Kairouan;9ème année de base;Feminin;3796
2021/2022;23;Kairouan;1ère année secondaire Tronc commun;Feminin;3851
2021/2022;23;Kairouan;1ère année secondaire Sport;Feminin;25
2021/2022;23;Kairouan;2ème année secondaire Lettres;Feminin;621
2021/2022;23;Kairouan;2ème année secondaire Sciences;Feminin;1105
2021/2022;23;Kairouan;2ème année secondaire Technologie informatique;Feminin;133
2021/2022;23;Kairouan;2ème année secondaire Economie et services;Feminin;940
2021/2022;23;Kairouan;2ème année secondaire Sport;Feminin;25
2021/2022;23;Kairouan;3ème année secondaire Lettres;Feminin;630
2021/2022;23;Kairouan;3ème année secondaire Mathématiques;Feminin;134
2021/2022;23;Kairouan;3ème année secondaire Sc. Expérimentales;Feminin;571
2021/2022;23;Kairouan;3ème année secondaire Sc.Techniques;Feminin;230
2021/2022;23;Kairouan;3ème année secondaire Sc.Informatique;Feminin;78
2021/2022;23;Kairouan;3ème année secondaire Economie et Gestion;Feminin;1055
2021/2022;23;Kairouan;3ème année secondaire Sport ;Feminin;24
2021/2022;23;Kairouan;4ème année secondaire Lettres;Feminin;917
2021/2022;23;Kairouan;4ème année secondaire Mathématiques;Feminin;203
2021/2022;23;Kairouan;4ème année secondaire Sc. Expérimentales;Feminin;720
2021/2022;23;Kairouan;4ème année secondaire Sc.Techniques;Feminin;304
2021/2022;23;Kairouan;4ème année secondaire Sc.Informatique;Feminin;73
2021/2022;23;Kairouan;4ème année secondaire Economie et Gestion;Feminin;1165
2021/2022;23;Kairouan;4ème année secondaire Sport ;Feminin;33
2021/2022;24;Monastir;7ème année de base;Feminin;5747
2021/2022;24;Monastir;8ème année de base;Feminin;5020
2021/2022;24;Monastir;9ème année de base;Feminin;4417
2021/2022;24;Monastir;1ère année secondaire Tronc commun;Feminin;4891
2021/2022;24;Monastir;1ère année secondaire Sport;Feminin;59
2021/2022;24;Monastir;2ème année secondaire Lettres;Feminin;466
2021/2022;24;Monastir;2ème année secondaire Sciences;Feminin;1565
2021/2022;24;Monastir;2ème année secondaire Technologie informatique;Feminin;312
2021/2022;24;Monastir;2ème année secondaire Economie et services;Feminin;1022
2021/2022;24;Monastir;2ème année secondaire Sport;Feminin;56
2021/2022;24;Monastir;3ème année secondaire Lettres;Feminin;458
2021/2022;24;Monastir;3ème année secondaire Mathématiques;Feminin;395
2021/2022;24;Monastir;3ème année secondaire Sc. Expérimentales;Feminin;776
2021/2022;24;Monastir;3ème année secondaire Sc.Techniques;Feminin;381
2021/2022;24;Monastir;3ème année secondaire Sc.Informatique;Feminin;175
2021/2022;24;Monastir;3ème année secondaire Economie et Gestion;Feminin;1275
2021/2022;24;Monastir;3ème année secondaire Sport ;Feminin;46
2021/2022;24;Monastir;4ème année secondaire Lettres;Feminin;555
2021/2022;24;Monastir;4ème année secondaire Mathématiques;Feminin;343
2021/2022;24;Monastir;4ème année secondaire Sc. Expérimentales;Feminin;880
2021/2022;24;Monastir;4ème année secondaire Sc.Techniques;Feminin;443
2021/2022;24;Monastir;4ème année secondaire Sc.Informatique;Feminin;137
2021/2022;24;Monastir;4ème année secondaire Economie et Gestion;Feminin;1332
2021/2022;24;Monastir;4ème année secondaire Sport ;Feminin;49
2021/2022;25;Sousse;7ème année de base;Feminin;6569
2021/2022;25;Sousse;8ème année de base;Feminin;5685
2021/2022;25;Sousse;9ème année de base;Feminin;4900
2021/2022;25;Sousse;1ère année secondaire Tronc commun;Feminin;5133
2021/2022;25;Sousse;1ère année secondaire Sport;Feminin;67
2021/2022;25;Sousse;2ème année secondaire Lettres;Feminin;798
2021/2022;25;Sousse;2ème année secondaire Sciences;Feminin;1721
2021/2022;25;Sousse;2ème année secondaire Technologie informatique;Feminin;174
2021/2022;25;Sousse;2ème année secondaire Economie et services;Feminin;1099
2021/2022;25;Sousse;2ème année secondaire Sport;Feminin;48
2021/2022;25;Sousse;3ème année secondaire Lettres;Feminin;753
2021/2022;25;Sousse;3ème année secondaire Mathématiques;Feminin;344
2021/2022;25;Sousse;3ème année secondaire Sc. Expérimentales;Feminin;783
2021/2022;25;Sousse;3ème année secondaire Sc.Techniques;Feminin;430
2021/2022;25;Sousse;3ème année secondaire Sc.Informatique;Feminin;64
2021/2022;25;Sousse;3ème année secondaire Economie et Gestion;Feminin;1338
2021/2022;25;Sousse;3ème année secondaire Sport ;Feminin;61
2021/2022;25;Sousse;4ème année secondaire Lettres;Feminin;880
2021/2022;25;Sousse;4ème année secondaire Mathématiques;Feminin;276
2021/2022;25;Sousse;4ème année secondaire Sc. Expérimentales;Feminin;964
2021/2022;25;Sousse;4ème année secondaire Sc.Techniques;Feminin;474
2021/2022;25;Sousse;4ème année secondaire Sc.Informatique;Feminin;51
2021/2022;25;Sousse;4ème année secondaire Economie et Gestion;Feminin;1277
2021/2022;25;Sousse;4ème année secondaire Sport ;Feminin;54
2021/2022;26;Nabeul;7ème année de base;Feminin;7866
2021/2022;26;Nabeul;8ème année de base;Feminin;6630
2021/2022;26;Nabeul;9ème année de base;Feminin;5856
2021/2022;26;Nabeul;1ère année secondaire Tronc commun;Feminin;5871
2021/2022;26;Nabeul;1ère année secondaire Sport;Feminin;9
2021/2022;26;Nabeul;2ème année secondaire Lettres;Feminin;867
2021/2022;26;Nabeul;2ème année secondaire Sciences;Feminin;1818
2021/2022;26;Nabeul;2ème année secondaire Technologie informatique;Feminin;446
2021/2022;26;Nabeul;2ème année secondaire Economie et services;Feminin;1154
2021/2022;26;Nabeul;2ème année secondaire Sport;Feminin;32
2021/2022;26;Nabeul;3ème année secondaire Lettres;Feminin;824
2021/2022;26;Nabeul;3ème année secondaire Mathématiques;Feminin;347
2021/2022;26;Nabeul;3ème année secondaire Sc. Expérimentales;Feminin;826
2021/2022;26;Nabeul;3ème année secondaire Sc.Techniques;Feminin;298
2021/2022;26;Nabeul;3ème année secondaire Sc.Informatique;Feminin;319
2021/2022;26;Nabeul;3ème année secondaire Economie et Gestion;Feminin;1446
2021/2022;26;Nabeul;3ème année secondaire Sport ;Feminin;14
2021/2022;26;Nabeul;4ème année secondaire Lettres;Feminin;990
2021/2022;26;Nabeul;4ème année secondaire Mathématiques;Feminin;350
2021/2022;26;Nabeul;4ème année secondaire Sc. Expérimentales;Feminin;1054
2021/2022;26;Nabeul;4ème année secondaire Sc.Techniques;Feminin;376
2021/2022;26;Nabeul;4ème année secondaire Sc.Informatique;Feminin;253
2021/2022;26;Nabeul;4ème année secondaire Economie et Gestion;Feminin;1605
2021/2022;26;Nabeul;4ème année secondaire Sport ;Feminin;17
2021/2022;1;Tunis 1;8ème année technique;Masculin;158
2021/2022;1;Tunis 1;9ème année technique;Masculin;101
2021/2022;2;Tunis 2;8ème année technique;Masculin;38
2021/2022;2;Tunis 2;9ème année technique;Masculin;47
2021/2022;3;Ariana;8ème année technique;Masculin;147
2021/2022;3;Ariana;9ème année technique;Masculin;106
2021/2022;4;Mannouba;8ème année technique;Masculin;199
2021/2022;4;Mannouba;9ème année technique;Masculin;103
2021/2022;5;Ben Arous;8ème année technique;Masculin;221
2021/2022;5;Ben Arous;9ème année technique;Masculin;122
2021/2022;6;Zaghouan;8ème année technique;Masculin;65
2021/2022;6;Zaghouan;9ème année technique;Masculin;46
2021/2022;7;Bizerte;8ème année technique;Masculin;287
2021/2022;7;Bizerte;9ème année technique;Masculin;264
2021/2022;8;Béja;8ème année technique;Masculin;211
2021/2022;8;Béja;9ème année technique;Masculin;129
2021/2022;9;Jendouba;8ème année technique;Masculin;37
2021/2022;9;Jendouba;9ème année technique;Masculin;21
2021/2022;10;Siliana;8ème année technique;Masculin;78
2021/2022;10;Siliana;9ème année technique;Masculin;69
2021/2022;11;Le Kef;8ème année technique;Masculin;44
2021/2022;11;Le Kef;9ème année technique;Masculin;28
2021/2022;12;Kasserine;8ème année technique;Masculin;47
2021/2022;12;Kasserine;9ème année technique;Masculin;30
2021/2022;13;Sidi Bouzid;8ème année technique;Masculin;115
2021/2022;13;Sidi Bouzid;9ème année technique;Masculin;62
2021/2022;14;Gafsa;8ème année technique;Masculin;111
2021/2022;14;Gafsa;9ème année technique;Masculin;73
2021/2022;15;Tozeur;8ème année technique;Masculin;43
2021/2022;15;Tozeur;9ème année technique;Masculin;51
2021/2022;16;Kébili;8ème année technique;Masculin;161
2021/2022;16;Kébili;9ème année technique;Masculin;112
2021/2022;17;Tataouine;8ème année technique;Masculin;65
2021/2022;17;Tataouine;9ème année technique;Masculin;37
2021/2022;18;Médenine;8ème année technique;Masculin;245
2021/2022;18;Médenine;9ème année technique;Masculin;132
2021/2022;19;Gabès;8ème année technique;Masculin;295
2021/2022;19;Gabès;9ème année technique;Masculin;195
2021/2022;20;Sfax 1;8ème année technique;Masculin;234
2021/2022;20;Sfax 1;9ème année technique;Masculin;186
2021/2022;21;Sfax 2;8ème année technique;Masculin;81
2021/2022;21;Sfax 2;9ème année technique;Masculin;52
2021/2022;22;Mahdia;8ème année technique;Masculin;359
2021/2022;22;Mahdia;9ème année technique;Masculin;151
2021/2022;23;Kairouan;8ème année technique;Masculin;334
2021/2022;23;Kairouan;9ème année technique;Masculin;155
2021/2022;24;Monastir;8ème année technique;Masculin;231
2021/2022;24;Monastir;9ème année technique;Masculin;237
2021/2022;25;Sousse;8ème année technique;Masculin;565
2021/2022;25;Sousse;9ème année technique;Masculin;302
2021/2022;26;Nabeul;8ème année technique;Masculin;457
2021/2022;26;Nabeul;9ème année technique;Masculin;266
2021/2022;1;Tunis 1;8ème année technique;Feminin;31
2021/2022;1;Tunis 1;9ème année technique;Feminin;33
2021/2022;2;Tunis 2;8ème année technique;Feminin;12
2021/2022;2;Tunis 2;9ème année technique;Feminin;10
2021/2022;3;Ariana;8ème année technique;Feminin;16
2021/2022;3;Ariana;9ème année technique;Feminin;22
2021/2022;4;Mannouba;8ème année technique;Feminin;39
2021/2022;4;Mannouba;9ème année technique;Feminin;17
2021/2022;5;Ben Arous;8ème année technique;Feminin;33
2021/2022;5;Ben Arous;9ème année technique;Feminin;32
2021/2022;6;Zaghouan;8ème année technique;Feminin;7
2021/2022;6;Zaghouan;9ème année technique;Feminin;0
2021/2022;7;Bizerte;8ème année technique;Feminin;58
2021/2022;7;Bizerte;9ème année technique;Feminin;43
2021/2022;8;Béja;8ème année technique;Feminin;42
2021/2022;8;Béja;9ème année technique;Feminin;37
2021/2022;9;Jendouba;8ème année technique;Feminin;7
2021/2022;9;Jendouba;9ème année technique;Feminin;3
2021/2022;10;Siliana;8ème année technique;Feminin;12
2021/2022;10;Siliana;9ème année technique;Feminin;4
2021/2022;11;Le Kef;8ème année technique;Feminin;6
2021/2022;11;Le Kef;9ème année technique;Feminin;5
2021/2022;12;Kasserine;8ème année technique;Feminin;14
2021/2022;12;Kasserine;9ème année technique;Feminin;3
2021/2022;13;Sidi Bouzid;8ème année technique;Feminin;24
2021/2022;13;Sidi Bouzid;9ème année technique;Feminin;19
2021/2022;14;Gafsa;8ème année technique;Feminin;24
2021/2022;14;Gafsa;9ème année technique;Feminin;9
2021/2022;15;Tozeur;8ème année technique;Feminin;5
